student_id,age,education_level,career_goal,experience_level,study_hours_per_week,learning_style,interest_ai,interest_data_science,interest_web_dev,interest_backend,interest_frontend,interest_mobile,interest_cloud,interest_cybersecurity,python_score,cpp_score,java_score,javascript_score,html_score,css_score,sql_score,database_score,statistics_score,probability_score,linear_algebra_score,calculus_score,machine_learning_score,deep_learning_score,git_score,linux_score,docker_score,cloud_score,sessions_completed,avg_session_duration,projects_completed,quiz_attempts,quiz_avg_score,consistency_score,streak_days,target_completion_months,available_hours_weekly,recommended_next_topic,recommended_difficulty,learning_path_stage
STU08925,17,Master,ML Engineer,Beginner,8.61,Reading/Writing,74.75,71.13,33.16,23.08,44.85,37.01,45.42,6.2,63.95,18.36,21.83,2.36,17.99,16.42,21.68,34.63,33.78,49.44,26.42,51.3,68.71,48.32,30.6,21.89,17.34,31.005762048605728,42,42.43,1,9,64.37,62.67,0.0,6,8.9,Git,Easy,1
STU08926,28,Associate,ML Engineer,Intermediate,19.93,Reading/Writing,75.31,98.53,50.06,44.04,39.47,74.4,60.58,17.5,38.21,41.71,14.01,41.06,19.85,25.5,48.6,15.45,92.65,70.54,43.41,46.42,70.93,68.74,32.41,43.87,32.56,11.386713468712204,19,56.51,1,11,80.09,69.19,6.0,6,17.4,Deep Learning,Medium,2
STU08927,24,Master,Full Stack Developer,Intermediate,28.09,Reading/Writing,44.84,61.93,42.68,70.29,22.44,43.71,37.85,36.92,76.25,20.18,28.74,83.48,36.27,28.61,62.87,71.87,44.12,40.66,27.17,0.0,56.45,37.85,48.84,73.01,42.32,0.0,12,57.25,1,7,32.96,40.19,3.0,6,3.4,SQL,Medium,4
STU08928,42,Master,Cybersecurity Engineer,Advanced,13.57,Visual,47.97,32.57,76.61,53.19,0.0,34.22,56.65,48.21,60.92,37.96,34.15,0.0,33.58,28.39,14.86,41.3,43.76,30.22,68.48,41.1,48.55,9.78,49.65,70.51,59.75,15.65463926486919,13,43.24,8,9,64.53,76.31,10.0,3,6.2,Python,Hard,2
STU08929,30,Master,Data Scientist,Intermediate,4.73,Reading/Writing,63.04,91.9,37.52,49.52,44.96,35.12,32.33,30.09,44.21,18.52,40.72,39.28,4.57,22.53,58.35,55.7,54.03,37.96,81.1,82.19,55.13,63.76,56.39,38.94,43.7,41.166741611144374,9,102.67,14,5,47.22,47.78,0.0,6,16.2,AWS,Medium,2
STU08930,24,Master,Data Scientist,Beginner,13.11,Reading/Writing,65.23,69.66,27.2,61.57,37.23,38.96,51.64,28.07,46.2,27.33,40.03,0.0,9.41,42.33,29.32,20.38,53.04,5.88,68.69,28.41,47.01,26.79,16.19,24.88,14.83,25.690201746921748,13,19.28,2,7,89.12,40.6,7.0,12,10.2,Git,Easy,3
STU08931,24,High School,Frontend Developer,Intermediate,15.67,Reading/Writing,65.98,68.22,78.02,39.58,63.51,52.12,61.78,15.4,17.78,45.85,26.08,49.11,43.98,34.96,40.24,19.97,26.27,30.72,40.32,8.55,30.46,31.39,45.75,41.22,49.2,40.738301249610686,12,19.98,8,5,47.88,35.16,0.0,9,29.4,HTML,Easy,2
STU08932,19,Bachelor,Data Scientist,Beginner,6.53,Kinesthetic,73.04,54.81,58.94,58.83,21.58,15.2,32.46,50.78,69.98,29.38,28.33,33.27,33.23,19.81,54.03,12.82,39.31,68.47,45.37,34.27,71.56,56.81,29.01,24.91,37.25,20.928224415197512,8,52.26,1,4,80.58,42.12,4.0,12,21.9,AWS,Easy,1
STU08933,28,High School,Software Engineer,Intermediate,30.91,Visual,72.81,50.49,83.81,50.66,59.66,28.07,44.72,29.57,32.6,63.29,43.71,0.0,34.88,43.44,38.93,43.76,53.66,16.84,13.16,22.62,20.59,22.93,13.21,46.26,12.43,7.701068684833942,4,55.63,4,16,91.62,42.73,9.0,12,19.8,Git,Medium,4
STU08934,34,Bachelor,Cybersecurity Engineer,Intermediate,17.02,Auditory,56.81,59.55,52.53,36.07,34.96,36.5,57.08,71.27,40.0,21.73,46.22,43.62,10.71,0.0,46.09,66.29,33.27,25.98,33.96,27.02,0.0,32.72,62.81,55.82,6.24,66.74010426456073,14,37.1,4,11,48.75,69.63,0.0,12,8.2,Git,Hard,5
STU08935,24,Bachelor,Full Stack Developer,Beginner,6.71,Auditory,17.7,42.04,75.36,83.56,29.34,55.3,23.45,20.78,11.28,18.88,34.66,38.79,10.6,34.02,43.25,57.19,33.85,28.99,33.87,12.35,11.81,0.0,39.04,41.43,40.33,5.475105341134695,8,59.07,5,8,56.795,50.41,0.0,9,17.3,SQL,Hard,1
STU08936,27,Bachelor,Cloud Engineer,Intermediate,17.23,Visual,65.95,60.69,57.67,77.89,46.66,29.29,64.76,49.34,17.01,16.68,0.25,18.22,31.01,29.54,20.52,28.81,13.02,23.1,17.55,16.2,21.2,5.35,11.33,99.62,67.28,52.255672018760464,18,52.25,3,7,22.62,53.5,7.0,6,16.8,AWS,Easy,2
STU08937,22,Master,Software Engineer,Intermediate,17.02,Auditory,55.23,42.93,40.98,68.01,57.25,27.35,43.67,46.24,45.94,34.37,53.47,0.0,21.56,30.35,46.62,59.69,34.25,11.39,22.16,34.02,8.33,6.9,59.54,27.71,24.09,27.02176114790629,5,27.84,1,4,17.18,36.27,11.0,2,5.3,Linux,Easy,5
STU08938,27,High School,Software Engineer,Beginner,8.37,Kinesthetic,56.55,55.55,45.39,58.17,48.11,34.0,36.78,24.75,15.52,23.4,32.3,17.87,29.05,28.84,29.82,4.29,38.73,28.68,41.86,21.3,11.9,12.68,70.26,24.33,2.83,34.13272185813025,24,26.07,1,18,47.71,53.89,20.0,9,6.2,Python,Easy,1
STU08939,30,Bachelor,ML Engineer,Intermediate,5.64,Auditory,85.92,85.78,69.32,43.63,60.07,54.84,47.82,43.56,46.48,6.75,37.37,37.19,46.08,16.01,51.04,33.98,64.03,85.41,52.95,43.94,41.62,65.93,33.69,18.89,10.75,45.15064925492975,22,35.58,0,12,29.66,67.15,10.0,9,7.3,Git,Medium,4
STU08940,22,Master,Cloud Engineer,Beginner,10.23,Visual,40.18,58.5,34.56,0.0,47.47,76.06,43.63,47.34,28.22,0.0,10.13,33.14,18.7,30.09,42.09,38.54,31.85,20.96,48.97,15.22,25.24,23.92,47.06,67.31,60.72,59.47688153051302,59,52.73,6,9,73.44,54.84,3.0,18,19.9,Docker,Easy,1
STU08941,22,Bachelor,Software Engineer,Intermediate,8.28,Reading/Writing,77.92,26.61,50.04,33.82,84.1,11.95,46.44,25.52,40.52,36.89,18.3,30.67,36.34,28.65,17.62,27.15,58.78,55.38,46.98,29.17,0.0,13.87,51.93,34.45,18.49,35.10036383842364,101,94.88,5,18,71.15,76.28,29.0,9,18.0,Linux,Medium,1
STU08942,24,Bachelor,Software Engineer,Intermediate,14.32,Visual,48.2,78.03,9.11,40.13,62.98,44.99,56.26,17.03,58.49,20.29,22.62,32.14,13.82,36.97,14.32,22.75,29.89,23.13,19.8,41.01,7.7,1.61,30.02,52.44,50.61,19.47174681083399,6,42.17,4,9,79.48,46.36,13.0,3,31.2,Statistics,Medium,1
STU08943,27,Bachelor,Software Engineer,Advanced,10.28,Auditory,84.9,67.48,60.39,36.96,45.17,46.45,46.48,34.49,33.74,27.33,28.39,31.31,24.31,26.52,21.31,22.78,18.33,8.39,32.89,18.65,6.96,0.0,54.32,33.61,3.66,17.322772443043185,43,68.62,5,4,56.795,67.41,5.0,2,25.0,Python,Hard,3
STU08944,17,High School,Full Stack Developer,Beginner,16.51,Reading/Writing,33.55,57.96,85.93,54.88,31.24,26.51,53.44,28.32,19.34,0.0,37.98,30.93,7.48,24.03,38.23,53.91,36.04,19.27,26.89,3.47,0.0,10.57,49.43,50.07,51.05,0.0,20,50.37,1,8,58.04,32.1,14.0,12,18.0,SQL,Hard,2
STU08945,30,Bachelor,Full Stack Developer,Intermediate,14.07,Auditory,36.39,85.74,92.66,86.5,21.47,15.66,46.19,23.29,19.62,38.71,36.05,49.77,50.15,35.04,40.97,70.53,23.83,24.5,31.97,20.07,12.36,4.54,31.63,64.2,58.0,24.36658081913691,5,50.63,2,3,43.99,55.05,5.0,12,19.9,SQL,Medium,1
STU08946,18,Bachelor,Backend Developer,Beginner,19.4,Auditory,58.39,51.21,77.63,53.27,46.84,14.92,35.58,26.85,0.0,16.36,25.51,25.87,16.27,0.0,60.15,66.44,19.7,24.3,18.42,23.76,4.03,9.16,42.52,29.12,22.23,27.75478264340035,38,57.89,1,6,54.06,61.57,4.0,24,17.3,SQL,Hard,2
STU08947,26,Associate,Software Engineer,Beginner,17.53,Kinesthetic,61.65,66.26,31.04,39.95,37.19,30.56,44.28,21.83,22.51,39.39,11.36,7.82,16.02,2.93,52.46,10.09,7.68,34.48,0.0,38.75,0.0,11.78,23.55,25.76,19.24,23.65196733847148,12,82.62,4,13,59.03,69.08,5.0,12,24.5,Git,Hard,4
STU08948,25,Bachelor,Backend Developer,Intermediate,22.58,Kinesthetic,53.57,18.59,71.49,94.38,60.54,40.91,53.41,45.5,40.44,25.58,45.52,31.93,25.12,17.92,73.52,46.71,43.13,43.1,49.64,15.45,46.72,11.1,43.43,61.65,57.65,29.518958467549915,45,78.76,3,11,75.83,68.31,6.0,24,6.9,Node.js,Easy,2
STU08949,26,High School,ML Engineer,Beginner,7.15,Visual,80.93,100.0,98.01,94.52,31.97,30.69,63.47,0.0,55.0,27.73,14.13,24.67,15.87,20.76,7.43,32.75,46.36,41.87,51.98,73.36,40.07,34.39,25.13,52.59,20.84,2.4897203459686046,6,64.35,3,8,74.17,78.31,11.0,6,14.3,Git,Easy,1
STU08950,23,Master,Software Engineer,Intermediate,23.32,Kinesthetic,71.75,65.6,23.88,52.18,48.68,40.35,25.79,42.83,38.44,43.95,8.03,48.62,31.22,48.0,0.0,15.82,27.12,33.83,56.42,2.15,51.29,56.12,68.29,36.58,20.85,0.0,15,23.69,2,8,58.73,84.99,9.0,3,20.4,Python,Medium,2
STU08951,17,High School,Data Scientist,Beginner,40.0,Reading/Writing,71.63,100.0,50.82,7.51,43.4,50.11,45.1,35.26,68.45,32.21,13.61,24.82,19.02,47.85,33.4,42.85,62.22,54.05,68.06,38.49,67.31,32.22,22.49,37.48,2.99,24.519160547259737,11,24.57,0,4,77.72,36.77,13.0,2,6.5,Statistics,Hard,1
STU08952,22,Master,ML Engineer,Beginner,25.85,Auditory,54.98,58.28,18.34,55.34,45.96,31.58,80.54,45.86,83.29,8.24,8.82,15.76,30.19,9.98,33.22,11.85,56.29,56.25,80.38,39.77,82.87,61.25,19.82,28.7,7.91,8.947040074391861,23,41.08,3,13,63.77,39.63,0.0,12,11.4,Deep Learning,Hard,3
STU08953,25,PhD,Data Scientist,Beginner,4.91,Auditory,100.0,100.0,73.11,69.99,46.85,22.59,57.32,39.04,64.9,22.26,37.79,24.53,8.13,25.31,41.47,27.73,18.02,59.39,48.95,57.52,31.22,31.76,15.45,18.29,14.57,10.61151537597848,28,38.29,3,3,74.53,41.98,4.0,18,7.7,Git,Easy,1
STU08954,39,Bachelor,Cybersecurity Engineer,Advanced,33.49,Auditory,75.9,66.36,43.52,49.47,59.44,70.89,49.82,67.05,54.52,50.16,0.0,36.12,0.26,13.46,31.5,61.41,56.92,60.19,44.53,36.59,32.54,25.0,94.25,90.91,26.08,22.70200644674624,27,134.0,3,2,94.33,13.57,6.0,3,15.4,SQL,Medium,5
STU08955,25,Master,ML Engineer,Beginner,19.58,Auditory,100.0,91.72,63.01,74.01,48.24,39.38,29.33,45.91,59.82,38.86,34.52,25.76,27.95,26.51,33.9,24.92,47.52,41.87,49.97,58.26,43.15,13.85,32.07,10.71,38.84,32.948793219783866,8,35.13,1,8,31.37,38.62,6.0,3,10.4,Git,Easy,1
STU08956,25,Bachelor,Data Scientist,Beginner,22.78,Kinesthetic,52.25,58.65,21.41,52.1,37.73,31.69,53.85,19.36,22.66,35.36,17.66,26.36,28.46,37.75,34.34,19.77,46.13,23.34,50.04,28.55,49.83,38.79,41.11,16.31,24.64,33.70778984948961,19,71.44,8,5,56.53,70.7,16.0,12,5.9,LLMs,Medium,2
STU08957,25,High School,Backend Developer,Beginner,7.45,Kinesthetic,39.52,61.72,68.79,84.51,21.0,52.43,44.65,33.4,23.94,13.53,35.54,37.3,9.75,19.3,58.74,63.31,12.29,34.13,38.59,17.3,22.72,0.0,43.49,34.15,14.28,35.2701947853091,24,49.25,1,21,50.19,59.29,15.0,9,16.4,SQL,Easy,1
STU08958,23,Associate,Backend Developer,Intermediate,5.02,Kinesthetic,64.3,58.14,33.18,84.76,58.34,64.27,34.16,49.48,43.64,14.02,50.21,51.97,38.61,39.14,51.85,42.12,30.09,31.62,47.84,19.06,25.75,0.0,49.78,50.46,39.23,11.28956383855292,15,46.58,10,8,54.01,70.36,7.0,3,5.6,SQL,Easy,5
STU08959,24,PhD,Software Engineer,Intermediate,30.06,Reading/Writing,87.24,54.75,35.38,39.38,34.88,39.53,51.32,52.78,38.67,37.96,12.98,25.58,24.98,17.61,45.05,62.17,55.9,35.68,38.08,21.23,2.51,5.65,75.19,41.06,25.3,29.07775608889502,7,28.25,4,11,86.12,69.12,9.0,6,25.3,Python,Hard,4
STU08960,19,Master,Frontend Developer,Beginner,9.1,Reading/Writing,81.71,60.59,75.74,46.09,59.41,40.99,47.66,27.86,16.86,19.7,32.14,65.88,53.39,39.47,27.57,21.1,25.72,21.22,7.8,17.61,6.97,4.32,21.68,26.93,10.06,11.088827238765154,7,43.71,3,10,0.0,45.9,4.0,12,13.4,Computer Vision,Easy,2
STU08961,17,PhD,Software Engineer,Beginner,7.32,Visual,52.03,24.05,27.71,48.69,36.97,30.23,46.83,17.57,38.49,16.21,38.87,10.17,36.26,28.15,26.86,6.29,24.16,39.76,3.48,8.73,0.0,39.67,60.08,23.91,19.08,31.655210693242353,3,28.88,4,8,62.95,69.62,5.0,3,10.9,Python,Easy,1
STU08962,21,Bachelor,Data Scientist,Beginner,4.67,Reading/Writing,60.35,96.64,72.71,38.57,25.38,21.74,16.09,1.06,51.69,28.59,29.43,27.49,46.92,12.72,41.81,44.63,30.89,60.66,62.7,34.55,44.19,37.02,11.8,42.49,0.0,13.401648010768897,8,45.81,12,4,61.51,41.66,4.0,2,6.5,Git,Easy,1
STU08963,30,Associate,Backend Developer,Intermediate,4.22,Auditory,35.75,37.41,48.31,52.4,28.77,46.91,36.18,28.63,19.8,0.0,53.4,53.16,26.85,58.35,27.96,37.19,34.1,31.66,4.18,36.77,27.34,32.6,51.21,71.61,67.57,17.985252081351877,31,47.8,11,8,56.795,52.5,7.0,9,9.7,SQL,Medium,5
STU08964,34,Bachelor,Frontend Developer,Intermediate,12.19,Kinesthetic,49.76,51.99,65.09,66.4,69.32,33.6,58.07,7.92,46.18,52.2,35.27,49.83,100.0,34.43,63.73,6.97,24.64,39.97,38.63,3.45,26.35,15.93,33.53,38.65,0.0,24.514311476485343,38,29.68,1,11,52.33,37.25,5.0,12,13.9,CSS,Easy,2
STU08965,22,Master,Data Scientist,Intermediate,21.24,Visual,100.0,66.66,29.26,49.7,37.5,24.78,29.98,0.27,75.8,40.21,23.2,5.85,26.1,12.56,42.4,1.77,46.8,61.62,56.76,19.8,67.97,58.95,3.63,22.7,30.88,4.675261352627257,71,47.22,1,8,41.88,78.61,1.0,6,22.0,Git,Easy,3
STU08966,29,Associate,Software Engineer,Intermediate,14.62,Visual,36.36,52.31,79.5,53.05,27.12,55.14,8.75,6.46,34.63,41.4,27.73,31.84,26.2,27.94,51.48,27.61,20.99,49.03,10.69,13.17,0.0,17.35,64.74,22.7,23.57,18.067696044442496,21,60.26,4,2,45.66,43.25,2.0,12,7.0,Deep Learning,Easy,4
STU08967,24,Bachelor,ML Engineer,Beginner,11.18,Visual,85.67,49.9,11.11,39.94,54.89,46.41,49.08,47.54,55.82,12.14,26.87,35.35,17.33,36.72,31.67,23.34,47.46,64.22,66.02,37.11,53.68,31.86,53.81,1.35,26.9,6.230754501955383,20,62.84,1,9,39.96,32.41,6.0,3,9.7,Linux,Easy,2
STU08968,26,Master,Data Scientist,Intermediate,27.64,Visual,71.95,43.52,53.35,68.46,62.32,5.6,24.52,37.7,86.92,46.02,0.0,56.58,16.09,37.18,36.02,0.0,49.55,53.67,92.64,64.56,79.73,52.82,46.77,61.48,35.95,15.060974030425324,31,46.66,0,8,39.85,60.1,5.0,9,9.8,Deep Learning,Easy,4
STU08969,30,Master,AI Engineer,Intermediate,30.07,Kinesthetic,84.09,70.28,44.82,55.67,51.02,57.09,50.34,52.91,97.22,34.35,0.0,10.23,29.34,48.12,41.93,17.07,72.39,46.24,60.45,60.78,91.16,64.86,19.51,0.0,24.52,35.64114778970241,7,46.9,3,7,70.14,44.89,11.0,6,27.2,Deep Learning,Hard,2
STU08970,20,Bachelor,Frontend Developer,Beginner,6.94,Auditory,22.05,22.27,95.17,66.29,77.35,59.57,77.9,42.4,33.66,0.0,24.36,60.13,39.16,32.5,35.66,16.32,6.08,30.28,48.06,16.4,31.66,13.11,11.68,39.24,23.35,1.325708984052703,39,34.32,4,10,54.76,41.6,4.0,9,12.9,HTML,Easy,2
STU08971,39,Bachelor,AI Engineer,Advanced,13.68,Reading/Writing,55.39,62.13,39.99,52.05,0.0,21.19,43.17,29.75,63.63,51.02,53.72,33.63,35.14,50.58,74.23,37.17,76.07,24.72,76.72,32.87,64.97,43.54,80.95,13.6,35.66,7.575777649732714,27,35.01,13,2,56.795,32.35,6.0,12,15.4,NumPy,Hard,1
STU08972,17,Bachelor,Data Scientist,Beginner,13.15,Auditory,61.8,77.7,44.15,31.94,35.38,49.28,53.12,12.49,41.56,39.69,9.55,17.75,30.51,30.02,41.48,34.33,43.11,42.05,42.94,22.09,50.96,31.38,8.3,13.33,14.5,23.255386972565415,35,58.0,1,2,100.0,55.12,13.0,2,12.5,Git,Easy,1
STU08973,26,Bachelor,Full Stack Developer,Intermediate,10.1,Visual,33.11,45.85,60.32,66.92,59.28,47.85,42.59,40.78,35.25,13.96,22.67,22.21,72.43,19.36,29.79,48.86,0.0,49.34,19.59,65.31,19.44,21.21,33.23,37.59,25.94,36.30392616314955,63,48.0,3,8,63.72,0.0,15.0,2,12.6,SQL,Easy,1
STU08974,31,Bachelor,Software Engineer,Intermediate,16.13,Visual,39.38,47.33,48.92,33.68,43.08,34.53,52.72,49.13,44.97,33.18,21.49,26.27,53.76,16.9,28.87,39.67,19.36,35.26,28.47,49.19,4.25,24.5,58.8,55.08,1.64,12.089720030500546,29,21.13,0,0,73.57,34.73,15.0,9,11.4,Statistics,Hard,2
STU08975,25,High School,Data Scientist,Intermediate,29.8,Reading/Writing,84.16,97.44,60.53,60.81,50.37,37.88,46.99,45.47,78.39,28.71,44.36,40.27,52.89,17.69,19.09,10.73,61.75,50.49,95.69,58.56,56.95,61.24,50.9,18.5,25.19,2.162533154563403,32,25.01,2,6,54.08,86.71,0.0,9,9.9,NumPy,Hard,3
STU08976,22,Bachelor,Software Engineer,Beginner,3.63,Reading/Writing,79.89,7.1,46.57,37.58,60.04,17.84,44.25,48.98,32.72,40.66,26.93,42.61,18.76,48.45,14.86,22.86,35.36,17.7,28.16,25.71,19.06,23.49,42.61,18.1,15.65,34.97001808502002,34,65.32,1,9,71.57,63.74,1.0,9,13.1,RAG,Medium,1
STU08977,32,High School,Software Engineer,Intermediate,14.02,Auditory,50.67,43.33,30.36,49.74,63.75,31.06,69.66,31.06,38.79,48.59,25.39,47.72,30.71,32.35,0.0,61.73,29.17,29.75,46.9,1.91,29.41,0.0,33.03,32.79,53.27,18.7284276556208,44,27.62,4,5,61.98,68.56,5.0,3,15.2,Microservices,Medium,2
STU08978,21,High School,AI Engineer,Beginner,13.32,Auditory,58.89,79.02,40.59,37.77,54.49,12.75,44.43,20.9,39.42,33.11,10.39,4.87,20.47,40.02,53.26,28.79,46.93,57.84,66.55,44.64,5.94,34.92,31.78,26.38,39.7,27.89543309730561,31,16.5,4,14,42.03,100.0,4.0,6,35.7,Git,Medium,2
STU08979,24,Master,Backend Developer,Beginner,10.52,Reading/Writing,63.62,59.51,74.47,54.94,69.32,35.42,74.82,43.08,27.03,0.39,46.77,11.66,13.02,22.08,51.7,41.19,19.5,27.07,23.59,14.48,0.0,22.62,61.67,55.7,30.31,12.52688992779158,23,40.31,0,11,47.66,52.36,6.0,6,6.1,SQL,Medium,1
STU08980,28,Bachelor,Frontend Developer,Intermediate,19.32,Visual,72.94,27.43,76.44,43.54,60.75,33.86,46.61,16.19,7.34,70.42,30.89,90.34,61.09,43.33,47.65,17.8,25.82,18.8,15.02,43.86,41.77,29.57,60.52,22.8,11.54,11.708819036399928,27,27.77,9,1,58.87,44.76,13.0,2,10.5,React,Medium,1
STU08981,26,PhD,Frontend Developer,Beginner,10.38,Visual,33.4,58.32,100.0,59.04,71.69,36.76,43.6,43.7,30.68,15.14,33.4,58.44,42.08,67.89,29.72,19.02,33.72,17.24,28.97,18.69,8.42,11.27,48.57,48.5,6.31,25.85667709774804,7,41.44,4,3,64.65,59.43,9.0,6,12.3,JavaScript,Medium,1
STU08982,22,Master,Frontend Developer,Intermediate,7.87,Kinesthetic,40.01,44.54,61.17,14.84,72.15,36.69,39.14,36.03,25.28,8.26,33.93,61.51,100.0,89.26,36.97,43.13,28.07,27.57,34.59,53.95,35.89,18.75,41.59,39.91,24.81,4.227074224664995,10,23.29,4,6,77.4,64.84,2.0,9,8.0,JavaScript,Medium,2
STU08983,18,Master,Frontend Developer,Beginner,19.65,Visual,41.74,76.88,66.73,29.72,44.87,24.4,27.36,0.0,27.22,47.53,16.69,85.54,30.52,36.87,42.47,27.46,21.37,26.76,38.44,22.64,0.0,20.29,45.43,20.67,26.78,26.46502758616585,8,26.31,1,7,54.53,21.8,0.0,18,12.2,React,Medium,3
STU08984,30,Bachelor,Full Stack Developer,Advanced,5.7,Reading/Writing,49.52,67.47,68.66,55.55,38.97,38.46,35.25,22.92,47.08,34.67,22.46,39.29,60.35,43.6,17.39,27.99,20.24,0.0,17.04,36.44,5.88,8.3,86.1,67.58,59.41,44.18086347864585,30,25.51,10,4,53.22,66.23,13.0,18,13.8,SQL,Hard,4
STU08985,28,Bachelor,Frontend Developer,Intermediate,8.01,Auditory,51.09,47.23,80.86,31.27,63.44,75.58,47.95,68.4,42.82,4.7,11.38,42.57,74.06,93.55,33.02,34.48,22.67,34.76,9.02,29.68,27.61,27.5,55.29,35.56,2.33,42.84319766782786,9,51.68,8,14,34.88,67.63,6.0,9,18.7,JavaScript,Medium,3
STU08986,24,High School,Full Stack Developer,Beginner,7.34,Auditory,57.33,51.47,85.49,56.71,49.04,0.0,47.27,45.85,30.47,29.52,22.0,19.71,36.35,7.19,24.97,65.73,32.53,35.61,28.03,35.36,4.05,21.33,35.05,59.56,33.65,37.43118777911678,62,29.77,3,3,55.97,13.79,2.0,18,15.4,SQL,Hard,1
STU08987,30,Bachelor,Data Scientist,Intermediate,33.74,Visual,77.94,82.24,23.83,57.08,59.39,36.78,40.65,24.87,75.47,29.03,0.0,9.12,56.0,49.6,48.64,18.78,74.73,68.76,65.4,38.31,60.22,48.96,44.66,13.39,30.84,11.277619464995444,36,46.92,5,9,53.17,53.8,5.0,6,24.7,Machine Learning,Easy,2
STU08988,18,Bachelor,Cybersecurity Engineer,Beginner,13.31,Kinesthetic,64.87,55.27,18.08,56.76,25.16,38.86,62.8,70.99,29.56,40.21,50.44,14.77,0.0,0.0,37.07,54.01,20.1,33.65,28.51,26.49,12.2,10.59,9.95,61.75,14.76,19.25083627439254,125,22.02,3,6,52.2,78.92,0.0,6,4.5,Git,Medium,1
STU08989,24,Bachelor,Software Engineer,Intermediate,5.31,Kinesthetic,49.16,51.08,54.84,46.65,87.45,42.07,46.56,67.77,37.39,40.87,29.96,12.93,36.39,21.28,28.75,57.57,51.48,58.61,36.84,22.83,31.89,19.8,25.02,39.95,24.33,21.364846630425205,21,40.08,12,7,34.07,50.45,1.0,3,6.1,Git,Hard,4
STU08990,30,Bachelor,Data Scientist,Intermediate,54.29,Auditory,44.3,75.08,31.43,37.01,23.13,19.54,46.56,46.45,83.37,41.58,10.74,13.27,80.0,29.97,30.06,47.05,70.05,34.35,30.96,43.27,100.0,83.01,46.94,31.92,10.46,29.795273084720954,24,37.56,2,5,29.85,42.51,1.0,9,20.8,LLMs,Hard,4
STU08991,23,Master,AI Engineer,Intermediate,6.2,Kinesthetic,88.63,100.0,32.24,21.68,46.38,69.69,55.36,50.02,76.33,33.6,51.3,0.0,44.97,40.66,47.41,18.97,60.2,48.83,60.06,50.31,64.08,47.87,33.91,27.46,5.46,0.2168143155386644,50,32.15,4,3,100.0,48.51,7.0,3,14.4,Pandas,Medium,1
STU08992,33,Bachelor,Software Engineer,Intermediate,14.45,Auditory,39.25,67.56,42.14,71.45,37.34,0.0,73.74,39.49,20.74,41.73,37.64,30.06,35.44,22.64,6.63,44.74,34.83,56.66,36.31,32.82,57.94,39.84,86.0,17.1,20.03,7.2014194719095,13,59.62,7,5,96.99,61.53,9.0,9,15.7,Python,Easy,3
STU08993,26,Bachelor,Software Engineer,Intermediate,5.45,Kinesthetic,46.51,57.54,15.26,50.14,18.03,56.84,46.59,23.79,55.18,49.14,37.55,0.42,39.66,2.36,11.58,32.84,23.16,28.67,24.04,0.0,17.75,6.69,84.89,23.92,54.61,31.607935498274458,177,70.61,8,8,39.75,77.92,44.0,3,21.7,Pandas,Medium,5
STU08994,29,Bachelor,Data Scientist,Intermediate,4.86,Reading/Writing,100.0,88.68,42.96,21.72,56.32,43.69,9.78,74.55,72.24,47.96,20.09,20.62,0.0,23.11,40.58,18.39,28.73,65.66,35.54,58.36,62.84,30.68,15.53,11.8,25.8,27.858761665660104,40,36.44,4,5,79.12,75.05,10.0,12,25.0,Git,Medium,1
STU08995,30,Master,ML Engineer,Advanced,18.69,Auditory,92.54,65.36,41.3,52.62,47.31,59.27,9.83,25.67,62.71,23.42,36.12,38.35,60.98,3.6,74.46,37.99,76.42,94.31,72.79,57.65,56.98,28.12,38.7,36.98,50.38,54.96811840807175,12,35.27,1,5,35.85,66.88,4.0,9,13.4,Pandas,Hard,3
STU08996,17,PhD,Cloud Engineer,Beginner,62.63,Kinesthetic,45.0,48.13,39.81,49.15,61.59,24.84,75.24,45.1,36.27,11.83,8.69,7.49,36.58,26.89,20.79,10.91,39.63,20.16,31.27,6.02,16.82,38.53,49.51,47.76,74.96,77.55021854764232,49,40.28,4,5,94.42,17.43,0.0,12,6.0,Kubernetes,Hard,1
STU08997,23,Master,Full Stack Developer,Beginner,25.92,Reading/Writing,75.69,31.83,43.37,62.49,11.95,36.78,14.39,16.76,37.5,16.92,30.49,32.56,14.47,14.22,45.78,24.46,9.66,26.98,9.45,22.04,0.0,9.11,54.44,51.98,22.17,18.332198796666244,15,52.9,1,8,82.14,51.21,14.0,3,13.1,SQL,Medium,2
STU08998,31,Bachelor,ML Engineer,Intermediate,3.24,Reading/Writing,93.62,72.98,77.17,42.82,17.53,48.86,25.55,45.36,41.36,62.89,8.44,25.58,26.4,41.09,21.61,5.74,77.29,43.78,70.46,49.65,67.65,45.33,47.99,9.74,6.81,23.242264110665364,8,53.58,2,0,82.09,28.59,6.0,6,23.2,Linux,Hard,2
STU08999,20,Master,Cybersecurity Engineer,Beginner,17.23,Visual,31.05,33.77,70.81,51.23,38.3,29.51,46.6,37.89,38.93,5.87,20.1,12.22,25.52,23.16,22.46,25.58,36.61,1.92,15.57,24.71,2.55,5.46,45.18,48.83,24.72,35.02622202627036,7,41.08,6,2,76.39,25.84,13.0,6,4.6,Python,Medium,2
